y,x,elevation,forest,water
276747.6703,501124.7195,631,45,5
276747.6703,501624.9039,638,46,5
276747.6703,502125.0883,669,42,5
276747.6703,502625.2727,662,38,5
276747.6703,503125.4572,623,44,5
276747.6703,503625.6416,627,43,5
276747.6703,504125.826,628,31,5
276747.6703,504626.0104,628,31,5
276747.6703,505126.1948,585,33,5
276747.6703,505626.3792,551,33,5
276747.6703,506126.5637,340,34,67
276747.6703,506626.7481,297,38,5
276747.6703,507126.9325,332,31,5
276747.6703,507627.1169,401,31,5
276747.6703,508127.3013,487,36,5
276747.6703,508627.4857,595,35,5
276747.6703,509127.6702,595,35,5
276747.6703,509627.8546,746,46,5
276747.6703,510128.039,890,39,5
276747.6703,510628.2234,996,44,5
276747.6703,511128.4078,1005,37,5
276747.6703,511628.5922,925,34,5
276747.6703,512128.7767,937,37,5
276747.6703,512628.9611,941,28,5
276747.6703,513129.1455,816,29,5
276747.6703,513629.3299,816,29,5
276747.6703,514129.5143,679,33,5
276747.6703,514629.6987,653,38,5
276747.6703,515129.8831,707,36,5
276747.6703,515630.0676,737,37,5
276747.6703,516130.252,873,36,5
276747.6703,516630.4364,897,41,5
276747.6703,517130.6208,964,41,5
276747.6703,517630.8052,877,38,5
276747.6703,518130.9896,877,38,5
276747.6703,518631.1741,825,41,5
276747.6703,519131.3585,770,33,5
276747.6703,519631.5429,662,33,5
276747.6703,520131.7273,774,39,5
276747.6703,520631.9117,719,36,5
276747.6703,521132.0961,790,38,5
276747.6703,521632.2806,727,32,5
276747.6703,522132.465,740,35,5
276747.6703,522632.6494,782,35,5
276747.6703,523132.8338,782,29,5
276747.6703,523633.0182,508,31,5
276747.6703,524133.2026,540,38,5
276747.6703,524633.3871,603,36,5
276747.6703,525133.5715,640,30,5
276747.6703,525633.7559,700,31,5
276747.6703,526133.9403,640,40,5
276747.6703,526634.1247,718,30,5
276747.6703,527134.3091,661,30,5
276747.6703,527634.4936,661,35,5
276747.6703,528134.678,552,37,5
276747.6703,528634.8624,637,28,5
276747.6703,529135.0468,694,32,5
276747.6703,529635.2312,659,31,5
276747.6703,530135.4156,597,32,5
276747.6703,530635.6001,539,40,5
276747.6703,531135.7845,557,34,5
276747.6703,531635.9689,555,34,5
276747.6703,532136.1533,555,33,5
276747.6703,532636.3377,545,37,5
276747.6703,533136.5221,559,31,5
276747.6703,533636.7066,548,33,5
276747.6703,534136.891,512,37,5
276747.6703,534637.0754,524,39,5
276747.6703,535137.2598,526,28,5
276747.6703,535637.4442,532,33,5
276747.6703,536137.6286,553,33,5
276747.6703,536637.8131,553,36,5
276747.6703,537137.9975,591,37,5
276747.6703,537638.1819,623,42,5
276747.6703,538138.3663,657,40,5
276747.6703,538638.5507,708,39,5
276747.6703,539138.7351,770,36,5
276747.6703,539638.9196,857,32,5
276747.6703,540139.104,984,22,5
276747.6703,540639.2884,947,33,5
276747.6703,541139.4728,947,33,5
276747.6703,541639.6572,796,35,5
276747.6703,542139.8416,779,33,5
276747.6703,542640.0261,758,33,5
276747.6703,543140.2105,758,31,5
276747.6703,543640.3949,797,37,5
276747.6703,544140.5793,838,35,5
276747.6703,544640.7637,828,33,5
276747.6703,545140.9481,817,30,5
276747.6703,545641.1326,817,30,5
276747.6703,546141.317,881,39,5
276747.6703,546641.5014,889,30,5
276747.6703,547141.6858,791,31,5
276747.6703,547641.8702,730,33,5
276747.6703,548142.0546,806,38,5
276747.6703,548642.2391,784,35,5
276747.6703,549142.4235,836,31,5
276747.6703,549642.6079,782,35,5
276747.6703,550142.7923,782,35,5
276747.6703,550642.9767,718,28,5
276747.6703,551143.1611,628,32,5
276747.6703,551643.3456,612,34,25
276747.6703,552143.53,607,29,28
276747.6703,552643.7144,545,26,33
276747.6703,553143.8988,522,0,36
276747.6703,553644.0832,546,28,32
276747.6703,554144.2676,589,33,32
276747.6703,554644.4521,589,33,32
276747.6703,555144.6365,565,29,32
276747.6703,555644.8209,570,26,32
276747.6703,556145.0053,560,26,33
276747.6703,556645.1897,564,29,35
276747.6703,557145.3741,563,30,31
276747.6703,557645.5586,564,24,34
276747.6703,558145.743,552,14,35
276747.6703,558645.9274,545,9,32
276747.6703,559146.1118,545,9,32
276747.6703,559646.2962,545,0,32
276747.6703,560146.4806,540,0,31
276747.6703,560646.6651,548,9,29
276747.6703,561146.8495,559,28,20
276747.6703,561647.0339,571,37,18
276747.6703,562147.2183,599,37,5
276747.6703,562647.4027,635,36,5
276747.6703,563147.5871,666,39,5
276747.6703,563647.7716,666,39,5
276747.6703,564147.956,751,36,5
276747.6703,564648.1404,793,32,5
276747.6703,565148.3248,793,30,5
276747.6703,565648.5092,783,33,5
276747.6703,566148.6936,741,29,5
276747.6703,566648.8781,705,33,5
276747.6703,567149.0625,674,31,5
276747.6703,567649.2469,723,34,5
276747.6703,568149.4313,723,34,5
276747.6703,568649.6157,832,40,5
276747.6703,569149.8001,896,33,5
276747.6703,569649.9846,944,39,5
276747.6703,570150.169,995,39,5
276747.6703,570650.3534,1030,34,5
276747.6703,571150.5378,1009,38,5
276747.6703,571650.7222,989,38,5
276747.6703,572150.9066,963,36,5
276747.6703,572651.0911,963,36,5
276747.6703,573151.2755,913,39,5
276747.6703,573651.4599,878,36,5
276747.6703,574151.6443,786,30,5
276747.6703,574651.8287,810,37,5
276747.6703,575152.0131,836,38,5
276747.6703,575652.1976,860,29,5
276747.6703,576152.382,855,38,5
276747.6703,576652.5664,886,38,5
276747.6703,577152.7508,886,38,5
276747.6703,577652.9352,989,38,5
276747.6703,578153.1196,1019,36,5
276747.6703,578653.3041,1043,39,5
276747.6703,579153.4885,1147,37,5
276747.6703,579653.6729,1271,36,5
276747.6703,580153.8573,1303,42,5
276747.6703,580654.0417,1345,36,5
276747.6703,581154.2261,1273,36,5
276747.6703,581654.4106,1273,36,5
276747.6703,582154.595,1238,34,5
276747.6703,582654.7794,1181,36,5
276747.6703,583154.9638,1144,33,5
276747.6703,583655.1482,1162,35,5
276747.6703,584155.3326,1164,29,5
276747.6703,584655.517,1119,32,5
276747.6703,585155.7015,1062,36,5
276747.6703,585655.8859,1046,26,5
276747.6703,586156.0703,990,26,5
276747.6703,586656.2547,990,33,5
276747.6703,587156.4391,971,32,5
276747.6703,587656.6235,1013,30,5
276747.6703,588156.808,1025,38,5
276747.6703,588656.9924,999,28,5
276747.6703,589157.1768,1009,28,5
276747.6703,589657.3612,961,29,5
276747.6703,590157.5456,942,29,5
276747.6703,590657.73,974,29,5
276747.6703,591157.9145,974,37,5
276747.6703,591658.0989,952,29,5
276747.6703,592158.2833,959,28,5
276747.6703,592658.4677,944,25,5
276747.6703,593158.6521,943,23,5
276747.6703,593658.8365,937,23,5
276747.6703,594159.021,943,23,5
276747.6703,594659.2054,943,25,11
276747.6703,595159.3898,954,25,11
276747.6703,595659.5742,954,27,5
276747.6703,596159.7586,966,31,5
276747.6703,596659.943,986,26,5
276747.6703,597160.1275,993,23,5
276747.6703,597660.3119,966,26,5
276747.6703,598160.4963,982,27,5
276747.6703,598660.6807,998,23,5
276747.6703,599160.8651,984,27,5
276747.6703,599661.0495,993,27,5
276747.6703,600161.234,993,35,5
276747.6703,600661.4184,990,36,5
276747.6703,601161.6028,976,27,5
276747.6703,601661.7872,974,34,5
276747.6703,602161.9716,986,32,5
276747.6703,602662.156,987,23,5
276747.6703,603162.3405,982,30,5
276747.6703,603662.5249,1001,30,5
276747.6703,604162.7093,987,25,5
276747.6703,604662.8937,987,25,5
276747.6703,605163.0781,995,29,5
276747.6703,605663.2625,1009,24,5
276747.6703,606163.447,1041,25,5
276747.6703,606663.6314,1075,28,5
276747.6703,607163.8158,1062,25,5
276747.6703,607664.0002,1039,29,5
276747.6703,608164.1846,1025,23,5
276747.6703,608664.369,1110,24,5
276747.6703,609164.5535,1110,24,5
276747.6703,609664.7379,1146,28,5
276747.6703,610164.9223,1135,27,5
276747.6703,610665.1067,1251,36,5
276747.6703,611165.2911,1281,35,5
276747.6703,611665.4755,1170,38,5
276747.6703,612165.66,1145,21,5
276747.6703,612665.8444,1100,22,5
276747.6703,613166.0288,1041,29,5
276747.6703,613666.2132,1041,29,5
276747.6703,614166.3976,1022,29,5
276747.6703,614666.582,1020,29,5
276747.6703,615166.7665,1041,28,5
276747.6703,615666.9509,1084,29,5
276747.6703,616167.1353,1155,36,5
276747.6703,616667.3197,1174,37,5
276247.5788,409090.7868,139,39,5
276247.5788,409590.9713,137,41,5
276247.5788,410091.1557,110,23,5
276247.5788,410591.3401,99,18,5
276247.5788,411091.5245,117,20,5
276247.5788,411591.7089,172,23,5
276247.5788,412091.8933,157,18,5
276247.5788,412592.0778,164,18,5
276247.5788,413092.2622,178,34,5
276247.5788,413592.4466,165,34,5
276247.5788,414092.631,165,35,5
276247.5788,414592.8154,171,40,5
276247.5788,415092.9998,181,36,5
276247.5788,415593.1843,196,34,5
276247.5788,416093.3687,183,20,5
276247.5788,416593.5531,179,21,5
276247.5788,417093.7375,179,26,5
276247.5788,417593.9219,173,39,5
276247.5788,418094.1063,146,39,5
276247.5788,418594.2908,146,36,5
276247.5788,419094.4752,122,25,5
276247.5788,419594.6596,111,22,5
276247.5788,420094.844,114,31,5
276247.5788,420595.0284,188,33,5
276247.5788,421095.2128,182,30,5
276247.5788,421595.3973,125,30,5
276247.5788,422095.5817,92,32,5
276247.5788,422595.7661,89,32,5
276247.5788,423095.9505,89,29,5
276247.5788,423596.1349,88,24,5
276247.5788,424096.3193,81,25,5
276247.5788,424596.5038,102,36,5
276247.5788,425096.6882,335,48,5
276247.5788,425596.8726,287,45,5
276247.5788,426097.057,206,47,5
276247.5788,426597.2414,178,44,5
276247.5788,427097.4258,166,46,5
276247.5788,427597.6103,166,46,5
276247.5788,428097.7947,163,39,5
276247.5788,428597.9791,117,41,5
276247.5788,429098.1635,72,32,5
276247.5788,429598.3479,146,34,5
276247.5788,430098.5323,185,37,5
276247.5788,430598.7168,137,41,5
276247.5788,431098.9012,108,28,5
276247.5788,431599.0856,105,32,5
276247.5788,432099.27,105,32,5
276247.5788,432599.4544,96,33,5
276247.5788,433099.6388,86,33,5
276247.5788,433599.8233,134,41,5
276247.5788,434100.0077,59,26,98
276247.5788,434600.1921,63,27,5
276247.5788,435100.3765,108,35,5
276247.5788,435600.5609,151,29,5
276247.5788,436100.7453,118,33,5
276247.5788,436600.9298,118,33,5
276247.5788,437101.1142,140,29,5
276247.5788,437601.2986,201,35,5
276247.5788,438101.483,285,35,5
276247.5788,438601.6674,515,46,5
276247.5788,439101.8518,480,46,5
276247.5788,439602.0363,444,40,5
276247.5788,440102.2207,342,34,5
276247.5788,440602.4051,276,28,5
276247.5788,441102.5895,276,28,5
276247.5788,441602.7739,253,39,5
276247.5788,442102.9583,271,36,5
276247.5788,442603.1427,327,35,5
276247.5788,443103.3272,448,37,5
276247.5788,443603.5116,486,38,5
276247.5788,444103.696,544,41,5
276247.5788,444603.8804,604,41,5
276247.5788,445104.0648,501,39,5
276247.5788,445604.2492,501,39,5
276247.5788,446104.4337,416,40,5
276247.5788,446604.6181,326,33,5
276247.5788,447104.8025,266,36,5
276247.5788,447604.9869,393,37,5
276247.5788,448105.1713,390,38,5
276247.5788,448605.3557,488,46,5
276247.5788,449105.5402,684,40,5
276247.5788,449605.7246,733,37,5
276247.5788,450105.909,733,37,5
276247.5788,450606.0934,647,41,5
276247.5788,451106.2778,579,44,5
276247.5788,451606.4622,529,33,5
276247.5788,452106.6467,427,39,5
276247.5788,452606.8311,319,30,5
276247.5788,453107.0155,288,33,5
276247.5788,453607.1999,351,36,5
276247.5788,454107.3843,431,40,5
276247.5788,454607.5687,431,40,5
276247.5788,455107.7532,419,42,5
276247.5788,455607.9376,284,33,5
276247.5788,456108.122,222,26,42
276247.5788,456608.3064,185,0,57
276247.5788,457108.4908,268,30,48
276247.5788,457608.6752,358,38,5
276247.5788,458108.8597,281,33,46
276247.5788,458609.0441,298,35,35
276247.5788,459109.2285,298,35,35
276247.5788,459609.4129,234,18,44
276247.5788,460109.5973,145,0,76
276247.5788,460609.7817,104,0,69
276247.5788,461109.9662,145,0,54
276247.5788,461610.1506,187,0,54
276247.5788,462110.335,168,0,52
276247.5788,462610.5194,276,26,39
276247.5788,463110.7038,401,34,5
276247.5788,463610.8882,401,34,5
276247.5788,464111.0727,472,33,5
276247.5788,464611.2571,432,35,5
276247.5788,465111.4415,357,33,5
276247.5788,465611.6259,339,33,5
276247.5788,466111.8103,308,37,5
276247.5788,466611.9947,323,37,5
276247.5788,467112.1792,290,33,5
276247.5788,467612.3636,296,34,5
276247.5788,468112.548,346,34,5
276247.5788,468612.7324,346,28,5
276247.5788,469112.9168,377,31,5
276247.5788,469613.1012,411,33,5
276247.5788,470113.2857,518,35,5
276247.5788,470613.4701,574,40,5
276247.5788,471113.6545,647,34,5
276247.5788,471613.8389,742,35,5
276247.5788,472114.0233,718,38,5
276247.5788,472614.2077,802,38,5
276247.5788,473114.3922,802,29,6
276247.5788,473614.5766,781,35,6
276247.5788,474114.761,658,35,5
276247.5788,474614.9454,378,34,5
276247.5788,475115.1298,335,35,5
276247.5788,475615.3142,333,39,5
276247.5788,476115.4987,355,33,5
276247.5788,476615.6831,386,33,5
276247.5788,477115.8675,451,33,5
276247.5788,477616.0519,451,38,5
276247.5788,478116.2363,544,29,5
276247.5788,478616.4207,486,37,5
276247.5788,479116.6052,321,36,5
276247.5788,479616.7896,262,34,41
276247.5788,480116.974,322,39,38
276247.5788,480617.1584,433,32,5
276247.5788,481117.3428,483,33,5
276247.5788,481617.5272,451,35,5
276247.5788,482117.7117,451,35,5
276247.5788,482617.8961,450,33,5
276247.5788,483118.0805,397,38,5
276247.5788,483618.2649,290,39,5
276247.5788,484118.4493,376,33,5
276247.5788,484618.6337,383,35,5
276247.5788,485118.8182,288,37,5
276247.5788,485619.0026,326,36,5
276247.5788,486119.187,386,35,5
276247.5788,486619.3714,386,35,5
276247.5788,487119.5558,411,36,5
276247.5788,487619.7402,402,36,5
276247.5788,488119.9247,541,40,5
276247.5788,488620.1091,639,41,5
276247.5788,489120.2935,713,39,5
276247.5788,489620.4779,813,36,5
276247.5788,490120.6623,824,38,5
276247.5788,490620.8467,858,36,5
276247.5788,491121.0312,858,36,5
276247.5788,491621.2156,863,42,5
276247.5788,492121.4,923,42,5
276247.5788,492621.5844,1135,33,5
276247.5788,493121.7688,1124,34,5
276247.5788,493621.9532,1107,36,5
276247.5788,494122.1377,1100,36,5
276247.5788,494622.3221,1079,30,5
276247.5788,495122.5065,1078,32,6
276247.5788,495622.6909,1078,32,6
276247.5788,496122.8753,1099,34,5
276247.5788,496623.0597,1111,33,5
276247.5788,497123.2442,907,30,5
276247.5788,497623.4286,772,29,5
276247.5788,498123.613,689,32,5
276247.5788,498623.7974,625,37,5
276247.5788,499123.9818,643,42,5
276247.5788,499624.1662,639,42,5
276247.5788,500124.3507,639,42,5
276247.5788,500624.5351,661,44,5
276247.5788,501124.7195,631,41,5
276247.5788,501624.9039,457,42,5
276247.5788,502125.0883,455,42,5
276247.5788,502625.2727,467,41,5
276247.5788,503125.4572,442,42,5
276247.5788,503625.6416,428,41,5
276247.5788,504125.826,453,45,5
276247.5788,504626.0104,453,45,5
276247.5788,505126.1948,442,38,5
276247.5788,505626.3792,452,36,5
276247.5788,506126.5637,354,34,5
276247.5788,506626.7481,316,37,5
276247.5788,507126.9325,384,37,5
276247.5788,507627.1169,402,31,5
276247.5788,508127.3013,446,30,5
276247.5788,508627.4857,535,29,5
276247.5788,509127.6702,535,29,5
276247.5788,509627.8546,616,37,5
276247.5788,510128.039,732,42,5
276247.5788,510628.2234,1051,45,5
276247.5788,511128.4078,1062,36,5
276247.5788,511628.5922,1002,32,5
276247.5788,512128.7767,1116,36,5
276247.5788,512628.9611,1050,30,5
276247.5788,513129.1455,872,31,5
276247.5788,513629.3299,872,31,5
276247.5788,514129.5143,736,32,5
276247.5788,514629.6987,575,40,5
276247.5788,515129.8831,581,37,5
276247.5788,515630.0676,639,37,5
276247.5788,516130.252,731,38,5
276247.5788,516630.4364,754,40,5
276247.5788,517130.6208,871,43,5
276247.5788,517630.8052,995,40,5
276247.5788,518130.9896,995,40,5
276247.5788,518631.1741,1016,44,5
276247.5788,519131.3585,823,36,5
276247.5788,519631.5429,736,33,5
276247.5788,520131.7273,780,38,5
276247.5788,520631.9117,835,32,5
276247.5788,521132.0961,874,36,5
276247.5788,521632.2806,767,37,5
276247.5788,522132.465,798,32,5
276247.5788,522632.6494,798,32,5
276247.5788,523132.8338,802,31,5
276247.5788,523633.0182,542,32,5
276247.5788,524133.2026,601,38,5
276247.5788,524633.3871,750,33,5
276247.5788,525133.5715,801,29,5
276247.5788,525633.7559,813,24,5
276247.5788,526133.9403,748,37,5
276247.5788,526634.1247,769,31,5
276247.5788,527134.3091,757,31,5
276247.5788,527634.4936,757,33,5
276247.5788,528134.678,632,32,5
276247.5788,528634.8624,726,27,5
276247.5788,529135.0468,793,32,5
276247.5788,529635.2312,725,31,5
276247.5788,530135.4156,639,36,5
276247.5788,530635.6001,588,31,5
276247.5788,531135.7845,575,34,5
276247.5788,531635.9689,598,34,5
276247.5788,532136.1533,598,33,5
276247.5788,532636.3377,588,43,5
276247.5788,533136.5221,679,36,5
276247.5788,533636.7066,688,32,5
276247.5788,534136.891,587,34,5
276247.5788,534637.0754,540,32,5
276247.5788,535137.2598,587,28,5
276247.5788,535637.4442,591,32,5
276247.5788,536137.6286,605,32,5
276247.5788,536637.8131,605,33,5
276247.5788,537137.9975,686,34,5
276247.5788,537638.1819,704,37,5
276247.5788,538138.3663,767,33,5
276247.5788,538638.5507,841,33,5
276247.5788,539138.7351,832,32,5
276247.5788,539638.9196,954,30,5
276247.5788,540139.104,1105,31,5
276247.5788,540639.2884,1013,29,5
276247.5788,541139.4728,1013,29,5
276247.5788,541639.6572,825,31,5
276247.5788,542139.8416,899,34,5
276247.5788,542640.0261,827,37,5
276247.5788,543140.2105,864,33,5
276247.5788,543640.3949,942,36,5
276247.5788,544140.5793,962,32,5
276247.5788,544640.7637,979,33,5
276247.5788,545140.9481,989,31,5
276247.5788,545641.1326,989,31,5
276247.5788,546141.317,1029,35,5
276247.5788,546641.5014,963,34,5
276247.5788,547141.6858,814,25,5
276247.5788,547641.8702,776,37,5
276247.5788,548142.0546,853,38,5
276247.5788,548642.2391,908,36,5
276247.5788,549142.4235,930,30,5
276247.5788,549642.6079,908,30,5
276247.5788,550142.7923,908,30,5
276247.5788,550642.9767,845,32,5
276247.5788,551143.1611,688,30,5
276247.5788,551643.3456,686,31,10
276247.5788,552143.53,690,31,5
276247.5788,552643.7144,596,28,23
276247.5788,553143.8988,545,0,30
276247.5788,553644.0832,535,0,35
276247.5788,554144.2676,551,35,28
276247.5788,554644.4521,551,35,28
276247.5788,555144.6365,564,24,25
276247.5788,555644.8209,656,29,17
276247.5788,556145.0053,616,27,24
276247.5788,556645.1897,634,31,25
276247.5788,557145.3741,624,37,21
276247.5788,557645.5586,598,32,23
276247.5788,558145.743,578,29,28
276247.5788,558645.9274,574,0,31
276247.5788,559146.1118,574,0,31
276247.5788,559646.2962,556,0,36
276247.5788,560146.4806,555,0,34
276247.5788,560646.6651,551,0,35
276247.5788,561146.8495,552,19,27
276247.5788,561647.0339,546,29,26
276247.5788,562147.2183,556,33,19
276247.5788,562647.4027,606,42,12
276247.5788,563147.5871,687,40,5
276247.5788,563647.7716,687,40,5
276247.5788,564147.956,735,35,5
276247.5788,564648.1404,767,30,5
276247.5788,565148.3248,770,31,5
276247.5788,565648.5092,805,32,5
276247.5788,566148.6936,741,35,5
276247.5788,566648.8781,671,35,5
276247.5788,567149.0625,685,34,5
276247.5788,567649.2469,710,40,5
276247.5788,568149.4313,710,40,5
276247.5788,568649.6157,771,33,5
276247.5788,569149.8001,800,32,5
276247.5788,569649.9846,842,35,5
276247.5788,570150.169,886,33,5
276247.5788,570650.3534,898,33,5
276247.5788,571150.5378,871,38,5
276247.5788,571650.7222,851,39,5
276247.5788,572150.9066,834,39,5
276247.5788,572651.0911,834,39,5
276247.5788,573151.2755,782,41,5
276247.5788,573651.4599,763,39,5
276247.5788,574151.6443,758,32,71
276247.5788,574651.8287,771,44,5
276247.5788,575152.0131,783,42,5
276247.5788,575652.1976,798,38,5
276247.5788,576152.382,810,33,5
276247.5788,576652.5664,831,36,5
276247.5788,577152.7508,831,36,5
276247.5788,577652.9352,899,44,5
276247.5788,578153.1196,950,40,5
276247.5788,578653.3041,1004,36,5
276247.5788,579153.4885,1099,41,5
276247.5788,579653.6729,1188,35,5
276247.5788,580153.8573,1284,36,5
276247.5788,580654.0417,1332,38,5
276247.5788,581154.2261,1317,33,5
276247.5788,581654.4106,1317,33,5
276247.5788,582154.595,1317,31,5
276247.5788,582654.7794,1275,32,5
276247.5788,583154.9638,1256,37,5
276247.5788,583655.1482,1251,35,5
276247.5788,584155.3326,1297,29,5
276247.5788,584655.517,1229,31,5
276247.5788,585155.7015,1177,34,5
276247.5788,585655.8859,1142,32,5
276247.5788,586156.0703,1142,32,5
276247.5788,586656.2547,1047,22,5
276247.5788,587156.4391,991,33,5
276247.5788,587656.6235,974,28,5
276247.5788,588156.808,996,29,5
276247.5788,588656.9924,986,36,5
276247.5788,589157.1768,963,26,5
276247.5788,589657.3612,945,28,5
276247.5788,590157.5456,944,35,5
276247.5788,590657.73,938,35,5
276247.5788,591157.9145,938,31,5
276247.5788,591658.0989,943,31,5
276247.5788,592158.2833,957,30,5
276247.5788,592658.4677,943,29,5
276247.5788,593158.6521,966,23,5
276247.5788,593658.8365,978,22,5
276247.5788,594159.021,976,24,5
276247.5788,594659.2054,1005,23,5
276247.5788,595159.3898,1081,23,5
276247.5788,595659.5742,1081,21,5
276247.5788,596159.7586,1032,22,5
276247.5788,596659.943,995,23,5
276247.5788,597160.1275,977,22,5
276247.5788,597660.3119,984,25,5
276247.5788,598160.4963,1003,27,5
276247.5788,598660.6807,1011,24,5
276247.5788,599160.8651,1029,27,5
276247.5788,599661.0495,1010,27,5
276247.5788,600161.234,1010,32,5
276247.5788,600661.4184,988,35,5
276247.5788,601161.6028,987,27,5
276247.5788,601661.7872,982,30,5
276247.5788,602161.9716,981,31,5
276247.5788,602662.156,979,24,5
276247.5788,603162.3405,992,25,5
276247.5788,603662.5249,1001,27,5
276247.5788,604162.7093,1001,24,5
276247.5788,604662.8937,1001,24,5
276247.5788,605163.0781,1032,23,5
276247.5788,605663.2625,1066,26,5
276247.5788,606163.447,1058,28,5
276247.5788,606663.6314,1143,25,5
276247.5788,607163.8158,1101,23,5
276247.5788,607664.0002,1073,26,5
276247.5788,608164.1846,1051,21,5
276247.5788,608664.369,1160,30,5
276247.5788,609164.5535,1160,30,5
276247.5788,609664.7379,1208,31,5
276247.5788,610164.9223,1191,37,5
276247.5788,610665.1067,1271,39,5
276247.5788,611165.2911,1232,38,5
276247.5788,611665.4755,1130,38,5
276247.5788,612165.66,1110,25,5
276247.5788,612665.8444,1125,29,5
276247.5788,613166.0288,1027,28,5
276247.5788,613666.2132,1027,28,5
276247.5788,614166.3976,1025,31,5
276247.5788,614666.582,1077,30,5
276247.5788,615166.7665,1117,25,5
276247.5788,615666.9509,1174,35,5
276247.5788,616167.1353,1246,36,5
275747.4873,408590.6024,110,39,5
275747.4873,409090.7868,110,39,5
275747.4873,409590.9713,108,41,5
275747.4873,410091.1557,98,23,5
275747.4873,410591.3401,105,18,5
275747.4873,411091.5245,139,20,5
275747.4873,411591.7089,150,23,5
275747.4873,412091.8933,165,18,5
275747.4873,412592.0778,151,18,5
275747.4873,413092.2622,156,34,5
275747.4873,413592.4466,174,34,5
275747.4873,414092.631,174,35,5
275747.4873,414592.8154,188,40,5
275747.4873,415092.9998,205,36,5
275747.4873,415593.1843,234,34,5
275747.4873,416093.3687,181,20,5
275747.4873,416593.5531,182,21,5
275747.4873,417093.7375,156,26,5
275747.4873,417593.9219,139,39,5
275747.4873,418094.1063,128,39,5
275747.4873,418594.2908,128,36,5
275747.4873,419094.4752,118,25,5
275747.4873,419594.6596,114,22,5
275747.4873,420094.844,126,31,5
275747.4873,420595.0284,177,33,5
275747.4873,421095.2128,167,30,5
275747.4873,421595.3973,109,30,5
275747.4873,422095.5817,102,32,5
275747.4873,422595.7661,115,32,5
275747.4873,423095.9505,115,29,5
275747.4873,423596.1349,163,24,5
275747.4873,424096.3193,178,25,5
275747.4873,424596.5038,142,36,5
275747.4873,425096.6882,139,48,5
275747.4873,425596.8726,149,45,5
275747.4873,426097.057,130,47,5
275747.4873,426597.2414,96,44,5
275747.4873,427097.4258,116,46,5
275747.4873,427597.6103,116,46,5
275747.4873,428097.7947,125,39,5
275747.4873,428597.9791,145,41,5
275747.4873,429098.1635,76,32,5
275747.4873,429598.3479,160,34,5
275747.4873,430098.5323,148,37,5
275747.4873,430598.7168,94,41,5
275747.4873,431098.9012,74,28,97
275747.4873,431599.0856,62,32,95
275747.4873,432099.27,62,32,95
275747.4873,432599.4544,64,33,96
275747.4873,433099.6388,56,33,99
275747.4873,433599.8233,73,41,83
275747.4873,434100.0077,96,26,5
275747.4873,434600.1921,150,27,5
275747.4873,435100.3765,165,35,5
275747.4873,435600.5609,138,29,5
275747.4873,436100.7453,128,33,5
275747.4873,436600.9298,128,33,5
275747.4873,437101.1142,197,29,5
275747.4873,437601.2986,328,41,5
275747.4873,438101.483,435,39,5
275747.4873,438601.6674,403,43,5
275747.4873,439101.8518,353,32,5
275747.4873,439602.0363,301,40,5
275747.4873,440102.2207,311,32,5
275747.4873,440602.4051,333,33,5
275747.4873,441102.5895,333,33,5
275747.4873,441602.7739,287,38,5
275747.4873,442102.9583,362,39,5
275747.4873,442603.1427,457,39,5
275747.4873,443103.3272,505,46,5
275747.4873,443603.5116,598,44,5
275747.4873,444103.696,587,37,5
275747.4873,444603.8804,493,43,5
275747.4873,445104.0648,410,37,5
275747.4873,445604.2492,410,37,5
275747.4873,446104.4337,318,31,5
275747.4873,446604.6181,270,38,5
275747.4873,447104.8025,346,31,5
275747.4873,447604.9869,466,38,5
275747.4873,448105.1713,513,40,5
275747.4873,448605.3557,587,40,5
275747.4873,449105.5402,655,44,5
275747.4873,449605.7246,699,39,5
275747.4873,450105.909,699,39,5
275747.4873,450606.0934,570,41,5
275747.4873,451106.2778,490,32,5
275747.4873,451606.4622,397,38,5
275747.4873,452106.6467,326,33,5
275747.4873,452606.8311,294,36,5
275747.4873,453107.0155,370,40,5
275747.4873,453607.1999,330,37,25
275747.4873,454107.3843,356,41,13
275747.4873,454607.5687,356,41,13
275747.4873,455107.7532,317,40,5
275747.4873,455607.9376,222,26,42
275747.4873,456108.122,155,0,53
275747.4873,456608.3064,242,24,45
275747.4873,457108.4908,351,33,41
275747.4873,457608.6752,352,34,39
275747.4873,458108.8597,236,28,44
275747.4873,458609.0441,238,27,48
275747.4873,459109.2285,238,27,48
275747.4873,459609.4129,132,0,78
275747.4873,460109.5973,134,0,62
275747.4873,460609.7817,143,0,56
275747.4873,461109.9662,135,0,60
275747.4873,461610.1506,138,0,59
275747.4873,462110.335,224,28,46
275747.4873,462610.5194,291,31,31
275747.4873,463110.7038,383,29,5
275747.4873,463610.8882,383,29,5
275747.4873,464111.0727,395,33,5
275747.4873,464611.2571,349,30,5
275747.4873,465111.4415,358,36,5
275747.4873,465611.6259,304,38,5
275747.4873,466111.8103,309,36,5
275747.4873,466611.9947,294,35,5
275747.4873,467112.1792,334,34,5
275747.4873,467612.3636,349,36,5
275747.4873,468112.548,388,36,5
275747.4873,468612.7324,388,32,5
275747.4873,469112.9168,443,37,5
275747.4873,469613.1012,491,38,5
275747.4873,470113.2857,613,36,5
275747.4873,470613.4701,644,32,5
275747.4873,471113.6545,705,33,5
275747.4873,471613.8389,861,27,5
